datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_US-CAR-CPLE_avg,carbon_intensity_exchange_US-CAR-CPLE_avg,power_net_import_US-CAR-CPLW_avg,carbon_intensity_exchange_US-CAR-CPLW_avg,power_net_import_US-CAR-DUK_avg,carbon_intensity_exchange_US-CAR-DUK_avg,power_net_import_US-MIDW-LGEE_avg,carbon_intensity_exchange_US-MIDW-LGEE_avg,power_net_import_US-MIDW-MISO_avg,carbon_intensity_exchange_US-MIDW-MISO_avg,power_net_import_US-NY-NYIS_avg,carbon_intensity_exchange_US-NY-NYIS_avg,power_net_import_US-TEN-TVA_avg,carbon_intensity_exchange_US-TEN-TVA_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_US-CAR-CPLE_avg,latest_forecasted_power_net_import_US-CAR-CPLW_avg,latest_forecasted_power_net_import_US-CAR-DUK_avg,latest_forecasted_power_net_import_US-MIDW-LGEE_avg,latest_forecasted_power_net_import_US-MIDW-MISO_avg,latest_forecasted_power_net_import_US-NY-NYIS_avg,latest_forecasted_power_net_import_US-TEN-TVA_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2020-01-06T13:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-02-10T02:39:04.634021+00:00,1578315600.0,US-MIDA-PJM,433.88,363.35,435.71,,283.35,106772.54,0.0,0.0,1298.0,9043.0,99027.54,"eia.gov,pjm.com",61.26,6.85,61.5,6.68,33972.99,,,21918.8,3072.46,369.75,3694.99,42417.79,229.02,1096.73,31573.13,0.0,0.21,20208.1,2821.12,342.94,3622.43,39234.41,212.17,1013.01,0.0,0.0,0.0,,-826.0,433.88,32.0,478.95,411.0,279.67,-22.0,433.88,-8195.0,433.88,147.0,227.22,708.0,288.31,3.5,-0.25,,274.18,271.2,,,,98480.0,,,,,,,,,
2020-01-06T14:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-02-10T02:48:49.520655+00:00,1578319200.0,US-MIDA-PJM,436.5,365.97,438.88,,284.38,103974.29,0.0,0.0,1629.0,8425.0,97178.29,"eia.gov,pjm.com",61.46,5.78,61.78,5.56,33960.53,,,21682.31,2954.3,763.06,2062.12,41191.83,228.98,1131.15,31844.77,0.0,0.22,20130.43,2724.2,722.51,2165.14,38328.7,210.72,1051.59,0.0,0.0,0.0,,-665.0,436.49,24.0,457.95,564.0,270.55,22.0,909.48,-7760.0,436.49,141.0,229.58,878.0,281.66,3.7,-0.32,,275.02,271.34,,,,96821.0,,,,,,,,,
2020-01-06T15:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-02-10T02:39:07.233507+00:00,1578322800.0,US-MIDA-PJM,433.7,363.18,435.84,,274.41,100911.91,0.0,0.0,1354.0,7745.0,94520.91,"eia.gov,pjm.com",61.33,4.84,61.61,4.72,33980.59,,,20619.05,2382.69,1030.41,1345.06,40203.73,228.77,1121.62,31974.9,0.0,0.26,19196.36,2208.47,988.4,1381.63,37509.7,211.45,1049.74,0.0,0.0,0.0,,-472.0,433.65,13.0,413.35,721.0,268.84,-65.0,433.65,-7208.0,433.65,163.0,233.58,457.0,293.79,3.66,-0.38,93.92,276.39,271.26,0.05,,,95064.0,,,,,,,,,
2020-01-06T16:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-02-10T02:48:49.520655+00:00,1578326400.0,US-MIDA-PJM,419.0,349.54,421.43,,252.47,96813.97,0.0,0.0,1412.0,6109.0,92116.97,"eia.gov,pjm.com",59.8,4.99,60.11,4.81,33960.85,,,18521.88,2356.36,1027.39,1274.69,38335.31,225.71,1111.79,32431.84,0.0,0.65,17467.86,2228.85,1009.85,1335.42,36346.5,211.68,1063.42,0.0,20.92,0.0,,-284.0,418.98,24.0,382.73,872.0,254.36,-24.0,418.98,-5483.0,418.98,516.0,243.21,-318.0,418.98,3.57,-0.34,,277.59,271.21,,,,93416.0,,,,,,,,,
2020-01-06T17:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-02-10T02:47:19.790578+00:00,1578330000.0,US-MIDA-PJM,411.21,342.11,413.45,,248.09,94710.63,0.0,0.0,1300.0,6994.0,89016.63,"eia.gov,pjm.com",59.18,4.83,59.49,4.66,33957.16,,,17319.39,2250.79,907.65,1256.07,37875.14,221.84,922.6,32029.98,0.0,0.54,16145.87,2100.51,889.27,1273.92,35458.07,205.69,873.76,0.0,39.03,0.0,,-395.0,411.21,34.0,387.53,883.0,243.89,-189.0,411.21,-5722.0,411.21,383.0,245.39,-688.0,411.21,3.54,-0.2,,278.61,271.11,,,,92182.0,,,,,,,,,
2020-01-06T18:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-02-10T02:39:04.634021+00:00,1578333600.0,US-MIDA-PJM,405.58,336.84,407.53,,241.29,93460.65,0.0,0.0,1109.0,7944.0,86625.65,"eia.gov,pjm.com",58.64,4.91,58.91,4.79,33928.3,,,16560.08,2278.1,923.67,1271.15,37376.96,219.9,902.49,31579.48,0.0,0.31,15247.97,2093.72,891.92,1227.37,34502.86,201.44,840.81,0.0,39.78,0.0,,-349.0,405.58,31.0,364.54,884.0,236.4,-121.0,405.58,-7368.0,405.58,194.0,243.88,-106.0,405.58,3.53,-0.01,250.98,279.34,270.98,0.07,,,91208.0,,,,,,,,,
2020-01-06T19:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1578337200.0,US-MIDA-PJM,400.96,332.92,403.03,,252.17,92473.37,0.0,0.0,1286.0,7704.0,86055.37,"eia.gov,pjm.com",57.88,5.29,58.19,5.16,33890.17,,,16230.61,2292.71,1000.21,1475.87,36488.21,217.91,877.67,31699.2,0.0,0.0,15007.15,2105.86,959.05,1426.19,33782.51,200.02,815.46,0.0,59.94,0.0,,-273.0,400.96,15.0,370.58,874.0,239.71,-136.0,400.96,-7254.0,400.96,-41.0,400.96,397.0,275.11,3.5,0.04,,279.73,270.84,,,,91337.0,,,,,,,,,
2020-01-06T20:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1578340800.0,US-MIDA-PJM,402.33,333.83,404.52,,257.24,92466.4,0.0,0.0,1396.0,7875.0,85987.4,"eia.gov,pjm.com",58.28,4.86,58.62,4.72,33893.4,,,16114.35,2068.91,727.61,1571.35,36984.15,216.93,889.71,31694.39,0.0,0.0,14884.37,1897.75,697.76,1522.05,34206.05,198.73,825.03,0.0,61.25,0.0,,-141.0,402.33,6.0,376.85,861.0,244.96,-45.0,402.33,-7308.0,402.33,-381.0,402.33,529.0,275.86,3.32,0.02,,279.77,270.78,,,,94051.0,,,,,,,,,
2020-01-06T21:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:16.918659+00:00,1578344400.0,US-MIDA-PJM,406.05,337.12,407.99,,292.78,92346.79,0.0,0.0,1581.0,6038.0,87889.79,"eia.gov,pjm.com",58.8,4.27,59.11,4.19,33900.03,,,16198.03,1934.57,190.4,1740.16,37029.37,215.73,1138.5,32457.54,0.0,0.0,15350.13,1814.3,190.19,1729.07,35048.05,201.86,1077.32,0.0,21.32,0.0,,21.0,253.07,22.0,400.66,817.0,257.03,50.0,879.87,-5749.0,406.06,-289.0,406.06,671.0,290.26,2.55,0.34,340.85,279.53,271.37,0.01,,,99710.0,,,,,,,,,
2020-01-06T22:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1578348000.0,US-MIDA-PJM,407.34,337.93,408.97,,309.34,98771.73,0.0,0.0,1653.0,5320.0,95104.73,"eia.gov,pjm.com",59.04,6.42,59.31,6.36,33912.77,,,17308.66,2028.55,0.0,4251.91,39905.61,211.93,1152.29,32851.92,0.0,0.0,16631.92,1924.04,1.01,4177.71,38219.32,200.71,1098.09,0.0,0.0,0.0,,-172.0,407.29,37.0,397.26,825.0,269.81,73.0,874.38,-5063.0,407.29,-85.0,407.29,718.0,292.77,2.3,0.11,,277.72,271.22,,,,101225.0,,,,,,,,,
2020-01-06T23:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1578351600.0,US-MIDA-PJM,425.56,355.26,427.5,,314.36,103343.44,0.0,0.0,1802.0,5206.0,99939.44,"eia.gov,pjm.com",60.62,6.4,60.92,6.28,33894.96,,,20165.47,2049.71,0.0,4445.19,41451.17,210.89,1126.05,32961.09,0.0,0.0,19440.72,1951.13,0.4,4446.74,39862.7,200.45,1076.22,0.0,0.0,0.0,,-357.0,425.56,27.0,419.04,788.0,286.25,86.0,878.59,-4846.0,425.56,-3.0,425.56,901.0,281.96,1.98,0.3,,276.68,270.9,,,,100980.0,,,,,,,,,
2020-01-07T00:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-02-10T02:39:07.233507+00:00,1578355200.0,US-MIDA-PJM,433.08,362.5,435.05,,318.86,102756.67,0.0,0.0,1769.0,5648.0,98877.67,"eia.gov,pjm.com",61.27,5.6,61.58,5.45,33881.01,,,20872.11,2050.89,0.0,3547.08,41047.74,209.03,1148.8,32754.83,0.0,0.03,20024.59,1943.4,0.39,3591.85,39271.24,197.74,1093.61,0.0,0.0,0.0,,-359.0,433.08,31.0,461.93,750.0,291.58,103.0,883.66,-5289.0,433.08,31.0,250.85,854.0,271.98,1.9,0.29,186.27,276.24,270.77,0.02,,,100383.0,,,,,,,,,
